content,words,confidence,p_foreign,p_upper,p_cap,avg_length,label,sentiment,emphasis,amplitude,politeness,dirtiness,main_tense,negated,article_id,article_type,user_type,outcome
German Economic Expectations Fall Sharply,5,1,0,0,100,7.4,neutral,0,1,0,0,0,present,FALSE,536984,Europe News,1,1
China's Taste for Corn Grows,6,1,0,0,66.66666667,4,neutral,0,1,0,0,0,present,FALSE,536929,Commodities,1,1
Big Steps Seen for Final Iran Deal,7,1,0,0,85.71428571,4,neutral,0,1,0,0,0,present,FALSE,536917,Middle East News,2,0
Islanders' American Hero,3,1,0,0,100,7.333333333,neutral,0,1,0,0,0,present,FALSE,536955,NY Sports,2,0
German Auto Club Takes Bad Turn,6,1,0,0,100,4.333333333,neutral,0,1,0,0,0,present,FALSE,536942,European Business News,1,1
Wall Street Analysts Tap into Capitol Gains,7,1,0,0,85.71428571,5.285714286,neutral,2,1,0.142857143,0,0,present,FALSE,536882,Heard on the Street,2,0
South Sudan Forces Take Key Oil Town,7,1,0,0,100,4.285714286,neutral,0,1,0,0,0,present,FALSE,536859,Africa News,2,0
Legal Showdown for Pandora,4,1,0,0,75,5.75,neutral,0,1,0,0,0,present,FALSE,536876,Technology,1,1
China Sets Deal for African Uranium,6,1,0,0,83.33333333,5,neutral,0,1,0,0,0,present,FALSE,536972,Asian Business News,2,0
Christie Seeks to Leave Scandal Behind,6,1,0,0,83.33333333,5.5,neutral,0,1,0,0,0,present,FALSE,536849,Politics and Policy,1,1
Peugeot Looks for New Capital,5,1,0,0,80,5,neutral,0,1,0,0,0,present,FALSE,536857,European Business News,2,0
Afghan Officials Suggest Pakistani Link to Massacre,7,1,0,0,85.71428571,6.428571429,neutral,0,1,0,0,0,present,FALSE,536854,World News,2,0
Iran Asks Foreign Oil Companies for Views on Contracts,9,1,0,0,77.77777778,5.111111111,neutral,0,1,0,0,0,present,FALSE,536841,Business,1,1
Iran Aims to Lift Trade With West,7,1,0,0,85.71428571,3.857142857,neutral,0,1,0,0,0,present,FALSE,536847,Europe News,1,1
China's Greenland to Invest in Malaysia,7,1,0,0,57.14285714,4.857142857,neutral,0,1,0,0,0,present,FALSE,537758,World News,2,0
"Notable & Quotable: Watch Your Back, Vladimir",7,1,0,0,85.71428571,5.571428571,neutral,0,1,0,0,0,present,FALSE,537763,Notable & Quotable,2,0
The Health of Nations,4,1,0,0,75,4.5,neutral,0,1,0,0,0,present,FALSE,537744,Bookshelf,1,1
Notable & Quotable,3,1,0,0,66.66666667,5.333333333,neutral,0,1,0,0,0,present,FALSE,537747,Notable & Quotable,2,0
Calling Arne Duncan,3,1,0,0,100,5.666666667,neutral,0,1,0,0,0,present,FALSE,537739,Review & Outlook (U.S.),1,1
A New Push for Penn Station,6,1,0,16.66666667,66.66666667,3.666666667,neutral,0,1,0,0,0,present,FALSE,537738,NY Transit,2,0
Notable & Quotable,3,1,0,0,66.66666667,5.333333333,neutral,0,1,0,0,0,present,FALSE,537742,Notable & Quotable,1,1
EPA Takes Step to Restrict Alaska Mine,7,1,0,14.28571429,85.71428571,4.571428571,neutral,0,1,0,0,0,present,FALSE,537733,U.S. News,1,1
"McCann, Sanchez Homer in Win Over Tigers",7,1,0,0,85.71428571,4.857142857,neutral,0,1,0,0,0,present,FALSE,537752,NY Yankees,1,1
Kerry on Climate and Models for Predicting the Future,9,1,0,0,55.55555556,5,neutral,0,1,0,0,0,present,FALSE,537743,Letters,2,0
When Moving Is a Heavy Lift,6,1,0,0,83.33333333,3.666666667,neutral,0,1,0,0,0,present,FALSE,537727,Spread Sheet,1,1
Young Collectors Get 'Real' at the Guggenheim,7,1,0,0,71.42857143,5.571428571,neutral,0,1,0,0,0,present,FALSE,537724,NY Culture,2,0
Crovitz: The Third Rail of Regulation,6,1,0,0,83.33333333,5.333333333,neutral,0,1,0,0,0,present,FALSE,537757,Information Age,1,1
Signs of Progress in Hollywood,5,1,0,0,60,5.2,neutral,0,1,0,0,0,present,FALSE,537599,NY Culture,1,1
Rational Flood Insurance Needs Better Implementation,6,1,0,0,100,7.833333333,neutral,0,1,0,0,0,present,FALSE,537627,Letters,2,1
Best Men's Spring Fashion,5,1,0,0,80,4.4,positive,12,1,0.9,0,0,present,FALSE,537619,Fashion,2,1
There and Back Again,4,1,0,0,75,4.25,neutral,0,1,0,0,0,present,FALSE,537662,Bookshelf,2,1
That 2014 Growth Breakout? Not Looking Likely,4,1,0,0,75,5.75,neutral,0,1,0,0,0,present,FALSE,537565,U.S. News,1,0
Norway Oil Fund Set to Increase Company Stakes,8,1,0,0,87.5,4.875,neutral,0,1,0,0,0,present,FALSE,537595,Markets Main,2,1
Oil Futures Finish Higher,4,1,0,0,100,5.5,neutral,0,1,0,0,0,present,FALSE,537590,Commodities,1,1
Deal Reached on Panama Canal Expansion,6,1,0,0,83.33333333,5.5,neutral,2,1,0.166666667,0,0,past,FALSE,537535,Business,2,1
Notable & Quotable,3,1,0,0,66.66666667,5.333333333,neutral,0,1,0,0,0,present,FALSE,537578,Notable & Quotable,2,1
Noonan: America and the Aggressive Left,6,1,0,0,66.66666667,5.666666667,neutral,0,1,0,0,0,present,FALSE,537570,Declarations,1,1
Opera to Seek Pay Cutbacks From Unions,7,1,0,0,85.71428571,4.571428571,neutral,0,1,0,0,0,present,FALSE,537551,NY Culture,2,0
Bid to Raise Malpractice Cap Gets a Rider,8,1,0,0,75,4.25,neutral,0,1,0,0,0,present,FALSE,538679,Politics and Policy,1,1
Sale of Items Linked to Hitler: Good Business or Bad Taste?,11,1,0,0,72.72727273,4.454545455,neutral,0,1,0,0,0,past,FALSE,538662,Business,2,0
OAS at Center of Venezuela Showdown,6,1,0,16.66666667,66.66666667,5,neutral,0,1,0,0,0,present,FALSE,538691,Latin America News,1,1
DOT Secretary Seeks Audit of NHTSA Response to GM Defects,10,1,0,30,80,4.8,neutral,0,1,0,0,0,present,FALSE,538661,Business,2,0
Ukraine Aid Caught Up in Congress,6,1,0,0,83.33333333,4.666666667,neutral,0,1,0,0,0,past,FALSE,538673,Politics and Policy,1,1
Pressures Mount on GM Recall,5,1,0,20,80,4.8,neutral,0,1,0,0,0,present,FALSE,538737,Business,1,1
Media General Springs for a Wider Screen,7,1,0,0,71.42857143,4.857142857,neutral,0,1,0,0,0,present,FALSE,538589,Heard on the Street,2,0
Court Upholds DNA Collection Law,5,1,0,20,100,5.6,neutral,0,1,0,0,0,present,FALSE,538666,U.S. News,1,1
Wearing a Wire as a Federal Witness,7,1,0,0,57.14285714,4.142857143,neutral,0,1,0,0,0,present,FALSE,538728,Business,1,1
Religious Leaders Split on 'Noah' Judgment,6,1,0,0,83.33333333,6.166666667,neutral,0,1,0,0,0,past,FALSE,538645,Business,2,0
Astra Isn't Immune to Competition,6,1,0,0,66.66666667,4.833333333,neutral,0,1,0,0,0,present,TRUE,538669,Heard on the Street,2,0
The Secret About Online Ad Traffic,6,1,0,0,100,4.833333333,neutral,0,1,0,0,0,present,FALSE,538576,Advertising,2,0
German Minimum Wage Gains Backing,5,1,0,0,100,5.8,positive,8,1,0.4,0,0,present,FALSE,538607,Europe News,2,0
India Sells Axis Bank Stake,5,1,0,0,100,4.6,neutral,0,1,0,0,0,present,FALSE,538635,Asia Markets,1,1
"Leaders of Japan, South Korea Set to Meet",8,1,0,0,75,4.25,neutral,0,1,0,0,0,present,FALSE,538644,Asia News,2,0
China to Raise Household Natural Gas Prices,7,1,0,0,85.71428571,5.285714286,neutral,0,1,0,0,0,present,FALSE,538688,Markets Main,2,0
Hedge Fund Bets Iran Will Pay for Terror Attack,9,1,0,0,88.88888889,4.333333333,neutral,0,1,0,0,0,future,FALSE,538560,Markets Main,2,0
Foreign Central Banks Boost U.S. Treasury Holdings,7,1,0,14.28571429,85.71428571,6.285714286,neutral,0,1,0,0,0,present,FALSE,538596,Markets Main,1,1
Iran Complying With Interim Nuclear Deal,6,1,0,0,100,5.833333333,neutral,0,1,0,0,0,present,FALSE,538592,Middle East News,2,0
Prosecutor Took On Iran-Contra Scandal,5,1,0,0,80,6.8,neutral,0,1,0,0,0,past,FALSE,538571,U.S. News,2,0
Democrats Stick to Game Plan,5,1,0,0,80,4.8,neutral,0,1,0,0,0,present,FALSE,538609,Politics and Policy,1,1
BMW Expanding U.S. Factory,4,1,0,50,75,5.75,neutral,0,1,0,0,0,present,FALSE,538575,Business,2,0
Tribune Co. Looks to Turn Readers Into Listeners,8,1,0,0,75,5.125,neutral,0,1,0,0,0,present,FALSE,538572,Business,1,1
U.S. Fines Koch Industries Plant,5,1,0,20,80,5.6,neutral,0,1,0,0,0,present,FALSE,538629,Business,2,0
S&P Cuts Russia Outlook to Negative,6,1,0,16.66666667,66.66666667,5,neutral,2,1,0.166666667,0,0,present,TRUE,538594,Markets Main,2,0
IMF Makes Progress in Ukraine Bailout Talks,7,1,0,14.28571429,85.71428571,5.285714286,neutral,0,1,0,0,0,present,FALSE,538623,World News,1,1
Indian Government to Sell Part of Axis Bank Stake,9,1,0,0,77.77777778,4.555555556,neutral,0,1,0,0,0,present,FALSE,538555,Asia Markets,2,0
Caterpillar Says Dealer Sales Fell,5,1,0,0,100,6,neutral,0,1,0,0,0,present,FALSE,538556,Business,2,0
Bank Indonesia Governor: Rates Could Continue to Rise,8,1,0,0,87.5,5.75,neutral,0,1,0,0,0,present,FALSE,538617,Asia News,1,1
Foreign Investors Leave Japan's Market,6,1,0,0,83.33333333,5.666666667,neutral,0,1,0,0,0,present,FALSE,538548,Asia Markets,1,1
Bond Investors Skittish Over Chinese Developers,6,1,0,0,100,7,neutral,0,1,0,0,0,present,FALSE,538578,Asia Markets,2,0
Li & Fung to Spin Off Unit; Profit Rises 17%,11,1,0,0,63.63636364,3.181818182,neutral,0,1,0,0,0,present,FALSE,538598,Asian Business News,2,0
"Yuan Falls Farther, but Ride May Be Over",8,1,0,0,87.5,4.125,neutral,0,1,0,0,0,present,FALSE,538536,Markets Main,1,1
Yuan Falls Further,3,1,0,0,100,5.333333333,neutral,0,1,0,0,0,present,FALSE,538525,Asia News,1,1
Why Cash Is King Again,5,1,0,0,100,3.6,neutral,0,1,0,0,0,present,FALSE,538559,Weekend Investor,2,0
Bank Dividends are on the Up and Up,8,1,0,0,50,3.5,neutral,0,1,0,0,0,present,FALSE,538487,Markets Main,2,0
The Patriots Want the Extra Point to Be Extra Hard,10,1,0,0,80,4.1,neutral,0,1,0,0,0,present,FALSE,538537,Heard on the Field,1,1
Republicans Challenge Administration's Authority,5,1,0,0,80,9,neutral,0,1,0,0,0,present,FALSE,538506,Politics and Policy,1,1
Colombian Bonds Rise on J.P. Morgan Move,7,1,0,14.28571429,71.42857143,4.857142857,neutral,0,1,0,0,0,present,FALSE,538499,Credit Markets,2,1
Easier Rules Lure Foreign Firms to List in U.S.,9,1,0,11.11111111,66.66666667,4.333333333,neutral,0,1,0,0,0,present,FALSE,538545,IPOs,1,1
Republican Strategists Split: Focus on 2014 or 2016?,8,1,0,0,50,5.625,neutral,0,1,0,0,0,past,FALSE,538549,Politics and Policy,2,1
Critical Data Was Delayed in Flight Search,7,1,0,0,85.71428571,5.142857143,neutral,0,1,0,0,0,past,FALSE,538474,Asia News,1,0
"Gay Rights, Money and Morals",5,1,0,0,80,4.8,neutral,0,1,0,0,0,present,FALSE,538498,The Business,2,1
CFTC Seeks Comment on Swaps Data,6,1,0,16.66666667,83.33333333,4.5,neutral,0,1,0,0,0,present,FALSE,538464,Markets Main,2,0
"U.K. Car Manufacturing Steady, Export Values Climb",7,1,0,14.28571429,85.71428571,6.285714286,neutral,0,1,0,0,0,present,FALSE,538530,European Business News,1,1
Stock Picks From Intrepid Advisers,5,1,0,0,100,6,neutral,0,1,0,0,0,present,FALSE,538495,Weekend Investor,2,1
Cities Move to Rein In Horse Carriages,7,1,0,0,85.71428571,4.571428571,neutral,0,1,0,0,0,present,FALSE,538490,U.S. News,1,1
Argentina's Bond Yields Lure Buyers,6,1,0,0,83.33333333,5.166666667,neutral,0,1,0,0,0,present,FALSE,538480,Credit Markets,2,1
Accounting for Nigeria's Oil Revenue,6,1,0,0,66.66666667,5.333333333,neutral,0,1,0,0,0,present,FALSE,538485,Business,2,1
The New Math of Car Leasing,6,1,0,0,83.33333333,3.666666667,neutral,0,1,0,0,0,present,FALSE,538444,Weekend Investor,1,1
Highly Rated Corporate Debt Sales Set Record in First Half,10,1,0,0,90,4.9,neutral,0,1,0,0,0,present,FALSE,538456,Credit Markets,2,1
Canada PM Taps Resources Minister to Head Finance Ministry,9,1,0,11.11111111,88.88888889,5.555555556,neutral,0,1,0,0,0,present,FALSE,538471,Canada News,1,1
Some Insurance Payments Made for Missing Flight,7,1,0,0,85.71428571,5.857142857,neutral,0,1,0,0,0,past,FALSE,538463,World News,2,0
Hungarian PM vows to continue with economic plan,8,1,0,12.5,25,5.125,neutral,0,1,0,0,0,present,FALSE,538453,Europe News,2,0
CEO Pay Rising but Not for All,7,1,0,14.28571429,71.42857143,3.428571429,neutral,0,1,0,0,0,present,TRUE,538449,Business,1,1
Malaysia Sees 2014 Economic Growth of 4.5%-5.5%,8,1,0,0,50,5.125,neutral,0,1,0,0,0,present,FALSE,538478,World News,1,1
Australia Says Japan Trade Pact Is Near,7,1,0,0,100,4.714285714,neutral,0,1,0,0,0,present,FALSE,538446,World News,1,1
Former Israeli Leader Ariel Sharon Dies,6,1,0,0,100,5.666666667,neutral,0,1,0,0,0,present,FALSE,528996,Remembrances,2,0
Thai Premier Plans Reform Panel,5,1,0,0,100,5.4,neutral,0,1,0,0,0,present,FALSE,536385,World News NoCo,1,1
High Volumes Slow UPS Deliveries,5,1,0,20,100,5.6,neutral,0,1,0,0,0,present,FALSE,536274,Business,1,1
Continental Building Products Plans IPO,5,1,0,20,100,7,neutral,0,1,0,0,0,present,FALSE,536368,Business,1,1
"Dollar Up Against Yen, Euro",5,1,0,0,100,4.6,neutral,0,1,0,0,0,present,FALSE,536359,Markets Main,2,0
Notable & Quotable,3,1,0,0,66.66666667,5.333333333,neutral,0,1,0,0,0,present,FALSE,536357,Notable & Quotable,1,1
Time Warner Cable Makes Nice,5,1,0,0,100,4.8,neutral,0,1,0,0,0,present,FALSE,536441,Business,2,0
"SEC Says Ratings Industry More Competitive, Transparent",7,1,0,14.28571429,100,7,neutral,0,1,0,0,0,present,FALSE,536381,Markets Main,1,1
Brazil to Boost Car Sales Tax,6,1,0,0,83.33333333,4,neutral,0,1,0,0,0,present,FALSE,536403,Latin America News,1,1
People to Watch in 2014,5,1,0,0,40,3.8,neutral,0,1,0,0,0,present,FALSE,536434,Politics and Policy,2,0
Extra Time Offered for Technical Delays on Health Site,9,1,0,0,77.77777778,5.111111111,neutral,1,1,0.111111111,0,0,present,FALSE,536343,Politics and Policy,2,0
Oil Futures Climb on Economic Data,6,1,0,0,83.33333333,4.833333333,neutral,0,1,0,0,0,present,FALSE,536354,Markets Main,1,1
Target Moves to Allay Data Fears,6,1,0,0,83.33333333,4.5,negative,4,1,0.333333333,0,0,present,FALSE,536337,Business,2,0
A Gift to Last a Lifetime,6,1,0,16.66666667,50,3.333333333,neutral,0,1,0,0,0,present,FALSE,536221,Urban Gardner,2,0
Scam Enforcement Is Elusive,4,1,0,0,100,6,negative,3,1,0.25,0,0,present,FALSE,536362,Markets Main,1,1
The Year in Fashion,4,1,0,0,75,4,neutral,0,1,0,0,0,present,FALSE,536402,Fashion,1,1
U.S. Seeks More Troops in South Sudan,7,1,0,14.28571429,71.42857143,4.428571429,neutral,0,1,0,0,0,present,FALSE,536314,Africa News,1,1
Striking Gold,2,1,0,0,100,6,neutral,3,1,0.25,0,0,present,FALSE,536220,Ask Teri,1,1
Judging the NSA,3,1,0,33.33333333,66.66666667,4.333333333,neutral,0,1,0,0,0,present,FALSE,536307,The Journal Editorial Report,1,1
"Meredith to Buy Stations from Gannett, Sander Media",8,1,0,0,75,5.5,neutral,0,1,0,0,0,present,FALSE,536232,Business,2,1
Canada Economy Expands in October,5,1,0,0,80,5.8,neutral,2,1,0.2,0,0,present,FALSE,536325,Canada News,2,1
Saudi Arabia Announces 2014 Budget Plan,6,1,0,0,83.33333333,5.666666667,neutral,0,1,0,0,0,present,FALSE,536251,Middle East News,1,1
Strike at Douala Port Delays Exports,6,1,0,0,83.33333333,5.166666667,negative,4,1,0.208333333,0,0,present,FALSE,536223,Africa News,2,1
U.S. Consumer Spending Up 0.5% in November,7,1,0,14.28571429,57.14285714,5.142857143,neutral,0,1,0,0,0,present,FALSE,536207,Politics and Policy,2,1
Oil Futures Ease,3,1,0,0,100,4.666666667,neutral,0,1,0,0,0,present,FALSE,536256,Commodities,1,1
Bangladesh Charges Factory Owner in Deaths,6,1,0,0,83.33333333,6.166666667,neutral,0,1,0,0,0,present,FALSE,536252,Asia News,2,0
Prosecutors Give Details on Clinton Aide,6,1,0,0,83.33333333,5.833333333,neutral,0,1,0,0,0,present,FALSE,528851,Politics and Policy,1,1
William Clay Ford: The Lions' Company Man,7,1,0,0,100,5,neutral,0,1,0,0,0,present,FALSE,528849,NFL,2,0
Ukraine Aid Faces Trouble in U.S. Congress,7,1,0,14.28571429,71.42857143,5.142857143,neutral,0,1,0,0,0,present,FALSE,528843,Politics and Policy,2,0
Disney in Talks to Buy Online Video Producer,8,1,0,0,75,4.625,neutral,0,1,0,0,0,present,FALSE,528842,Technology,2,0
Emirates Airline Sees Challenges From U.S. Customs Post in Dubai,10,1,0,10,80,5.5,neutral,0,1,0,0,0,present,FALSE,528827,Business,1,1
Greece 'On Course for Growth',5,1,0,0,80,5,neutral,0,1,0,0,0,present,FALSE,528810,Europe News,2,0
Zurich to Cut 800 Jobs,5,1,0,0,60,3.6,neutral,0,1,0,0,0,present,FALSE,528801,Markets Main,2,0
"Canada, South Korea Reach Trade Deal",6,1,0,0,100,5.166666667,neutral,0,1,0,0,0,present,FALSE,528791,Canada News,1,1
New Zealand Backs Away From Flag Vote,7,1,0,0,100,4.428571429,neutral,0,1,0,0,0,present,FALSE,528790,World News,2,0
Fiat CEO's 2013 Pay Less Than 2012,8,1,0,12.5,62.5,3.5,neutral,0,1,0,0,0,present,FALSE,528785,Business,1,1
Another 'Break' From Fort Lauderdale's Past,7,1,0,0,85.71428571,5.428571429,neutral,0,1,0,0,0,present,FALSE,528789,Deal of the Week,2,0
Boeing Making Progress on 777 Orders,6,1,0,0,66.66666667,5.166666667,neutral,0,1,0,0,0,present,FALSE,528632,Business,1,1
Audit Bait,2,1,0,0,100,4.5,neutral,0,1,0,0,0,present,FALSE,528620,Weekend Investor,1,1
A New Weapon in Corporate Patent Wars,7,1,0,14.28571429,71.42857143,4.428571429,neutral,0,1,0,0,0,present,FALSE,528642,Law,2,1
Justice Department Defends Airline Settlement,5,1,0,0,100,8.2,neutral,0,1,0,0,0,present,FALSE,528567,Business,1,0
Iran to Step Up Syria Aid,6,1,0,0,83.33333333,3.333333333,neutral,0,1,0,0,0,present,FALSE,528641,Middle East News,1,0
"GM, Ford Struggle to Crack India",6,1,0,16.66666667,83.33333333,4.5,neutral,0,1,0,0,0,present,FALSE,528616,Business,2,1
U.S. Airlines Report on Winter's Impact,7,1,0,14.28571429,57.14285714,4.857142857,neutral,0,1,0,0,0,present,FALSE,528592,Business,2,1
Getting Food to Syria a Tough Task,7,1,0,0,71.42857143,4,neutral,0,1,0,0,0,present,FALSE,528602,Middle East News,2,1
Passengers' Relatives Vent at Officials,5,1,0,0,80,7,neutral,0,1,0,0,0,present,FALSE,528589,World News,2,1
Orient Overseas Profit Falls,4,1,0,0,100,6.25,neutral,0,1,0,0,0,present,FALSE,528578,Earnings,2,1
China Auto Sales Gain,4,1,0,0,100,4.5,neutral,0,1,0,0,0,present,FALSE,528554,China News,1,1
China Online Funds Are Hitting Banks' Profits,7,1,0,0,100,5.571428571,neutral,0,1,0,0,0,present,FALSE,528614,Markets Main,2,0
Gulf State Builder in Egypt Deal,6,1,0,0,83.33333333,4.5,neutral,0,1,0,0,0,present,FALSE,528569,Business,1,1
El Salvador Election Too Close to Call,7,1,0,0,85.71428571,4.571428571,neutral,0,1,0,0,0,present,FALSE,528608,Latin America News,1,1
A Lobbying Firm's Biggest Fight,6,1,0,16.66666667,66.66666667,4.5,neutral,0,1,0,0,0,present,FALSE,528536,Law Journal,1,1
Rubio to Lay Out Ideas on Economy,7,1,0,0,71.42857143,3.857142857,neutral,0,1,0,0,0,present,FALSE,528515,Politics and Policy,2,0
New Norm for Investors: Performance Matters,6,1,0,0,83.33333333,6.333333333,neutral,0,1,0,0,0,present,FALSE,528595,Abreast of the Market,1,1
Tsunami Takes Mental Toll on Japanese Town,7,1,0,0,85.71428571,5.142857143,neutral,0,1,0,0,0,present,FALSE,528575,Asia News,1,1
Best of the Web Today: Who Here's a Horton?,10,1,0,0,60,3.5,mixed,4,1,0.75,0,0,present,FALSE,539895,Best of the Web Today,1,1
T. Rowe Price Equity Income Fund Manager to Step Down,10,1,0,10,80,4.4,neutral,0,1,0,0,0,present,FALSE,539901,Markets Main,2,0
Gold Prices End Slightly Higher,5,1,0,0,100,5.4,neutral,0,1,0,0,0,present,FALSE,539884,Commodities,1,1
Why Elderly Clients Need Extra Attention,6,1,0,0,100,5.833333333,neutral,0,1,0,0,0,present,FALSE,539882,Wealth Management Journal,2,0
An Honest Broker for Ukraine,5,1,0,0,80,4.8,positive,6,1.1,0.4,0,0,present,FALSE,539878,Letters,1,1
The Mysteries of Nuclear Iran,5,1,0,0,80,5,neutral,0,1,0,0,0,present,FALSE,539894,Letters,1,1
Dollar General Increases Discounts,4,1,0,0,100,7.75,neutral,2,1,0.125,0,0,present,FALSE,539875,Earnings,2,0
"Dad, Distilled: The Scotch He Wants for Father's Day",10,1,0,0,80,4.4,neutral,2,1,0.166666667,0,0,present,FALSE,539737,Food & Drink,1,1
"International Paper Names Sutton as President, Operating Chief",8,1,0,0,87.5,6.875,neutral,0,1,0,0,0,present,FALSE,539646,Business,1,1
A Rangers Fan's Guide to Los Angeles,8,1,0,12.5,62.5,3.75,neutral,0,1,0,0,0,present,FALSE,539672,Jason Gay,1,1
Russia: Golf's New Frontier?,5,1,0,0,80,5,neutral,0,1,0,0,0,present,FALSE,539713,WSJ.Money,2,0
Business Owners: How to Avoid the New Investment Tax,9,1,0,0,77.77777778,4.888888889,neutral,0,1,0,0,0,present,FALSE,539683,Sunday Journal,1,1
From Wall Street to Elm Street,6,1,0,0,83.33333333,4.166666667,neutral,0,1,0,0,0,present,FALSE,539749,The Trade,2,0
Will Developing World Join Push for Carbon Cuts?,8,1,0,0,87.5,5.125,neutral,1,1,0.111111111,0,0,present,FALSE,539663,Politics and Policy,1,1
A King and a Democrat,5,1,0,20,40,3.4,neutral,0,1,0,0,0,present,FALSE,539735,Review & Outlook (U.S.),2,0
South African Making Bid to Lead African Development Bank,9,1,0,0,88.88888889,5.444444444,neutral,0,1,0,0,0,present,FALSE,539697,Africa News,2,0
A Designer Fights the Small Screen,6,1,0,16.66666667,66.66666667,4.833333333,neutral,2,1,0.166666667,0,0,present,FALSE,539624,Guru,2,0
U.S. Steel to Idle Plants,5,1,0,20,60,4.2,neutral,0,1,0,0,0,present,FALSE,539660,Business,1,1
An Easy French Twist,4,1,0,0,100,4.25,neutral,0,1,0,0,0,present,FALSE,539608,NY Lunch Box,1,1
Goldman CEO's Pay Is Back on Top,8,1,0,12.5,75,3.25,neutral,0,1,0,0,0,present,FALSE,538421,Markets Main,2,0
Lebanese Food Just Like Mother Made,6,1,0,0,100,5,neutral,0,1,0,0,0,present,FALSE,538414,NY Lunch Box,2,0
The Cuban Sandwich Variations,4,1,0,0,100,6.5,neutral,0,1,0,0,0,present,FALSE,538135,Food & Drink,1,1
"Best of the Web Today: Take the Senate, Please",9,1,0,0,66.66666667,4.222222222,positive,9,1,0.818181818,0.181818182,0,present,FALSE,538132,Best of the Web Today,2,0
Chile's Economy Grows 4.1% in 2013,7,1,0,0,42.85714286,4.142857143,neutral,0,1,0,0,0,present,FALSE,538100,Latin America News,2,0
